"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",82233,2023,"COMPRA DE CAPAS Y BOTAS DE LLUVIA PARA LA DIRECCIÓN GENERAL DE INTEGRACIÓN COMUNITARIA ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","733.805,00",",00",",00","","04/01/2024","04/01/2024",0,,,,"DESIERTO","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29552",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Concurso de Precios",6,2024,"Reparación, mano de obra y provisiòn de materiales, para el equipo de elevación Nº5 instalado en el H.E.C.A.","5.700.000,00",",00",",00","","04/01/2024","09/01/2024",57,,,,"RESOLUCION  Nº000057
Rosario, ""Cuna de la Bandera"" 09/01/2024

VISTO el llamado a Concurso de Precios Nro:º06/01 efectuado por el H.E.C.A. dependiente de la Secretaria de Salud Publica,para la adquisición de ?REPARACION EQUIPO DE ELEVACION Nº5? ,  y teniendo en cuenta los informes obrantes en el mencionado legajo.
Y VISTO: La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública.
        Y CONSIDERANDO:  Que de conformidad a las Ordenanzas  nro: 10.037 dictada en fecha 19 de marzo de 2020, y sus prorrogas correspondientes, debidamente promulgadas, el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones instiucioanles municipales en materia sanitaria, en su articulo cuarto,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C al se autoriza, al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social y sanitaria de la población.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente y que permitan con ello, una afectación de los recursos en la mayor atención de las necesidades que imponga el desarrollo de la pandemia en su propagación.
                           
                        SIENDO NECESARIO PROVEER SOBRE EL PARTICULAR 
                                               EN USO DE SUS ATRIBUCIONES
LA SECRETARÌA DE SALUD PÙBLICA RESUELVE


Art. 1ero.: DESESTIMAR: la ofertas presentadas por la firma ANRIQUEZ CRISTIAN T. por no ajustarse a lo solicitado y por la firma ASCENSORES SERVAS S.A. por condicionar las clàsusulas económicas del pliego del concurso de precios, no ajustandose al mismo.


Art. 2do.: DECLARAR FRACASADO: el Concurso de Precios Nro. 06/01 efectuado por el Servicio de BIOINGENIERIA del Hospital de Emergencias Dr. Clemente Alvarez, cuyo objeto es la  ?REPARACION EQUIPO DE ELEVACION Nº5?.

Art 3ro.: DISPONER, que la administración Pública efectuará un nuevo llamado cuando lo estime conveniente.

Art. 4to.: COPIAR, comunicar a quienes corresponda y archivar.
","Fracasada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29557",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",21301,2024,"REPARACIÓN DE CHILLER Nº 4
","5.800.000,00",",00",",00","","04/01/2024","08/01/2024",45,,,,"RESOLUCION  N.º 000045
Rosario, ? CUNA DE LA BANDERA? 08/01/2024

VISTO el llamado a Concurso de Precios Nro: 13/01 efectuado por el H.E.C.A., dependiente de la Secretaria de Salud Publica, para la adquisición de ?(REPARACIÓN DEL CHILLER N.º 4)? , y teniendo en cuenta los informes obrantes en el mencionado legajo.
Y VISTO: La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública.

        Y CONSIDERANDO:  Que de conformidad a las Ordenanzas  nro: 10.037 dictadas en fecha 19 de marzo de 2020, y sus correspondientes prórrogas y debidamente promulgadas, el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones institucionales municipales en materia sanitaria, en su articulo cuarto,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C al se autoriza, al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social y sanitaria de la población.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente y que permitan con ello, una afectación de los recursos en la mayor atención de las necesidades que imponga el desarrollo de la pandemia en su propagación.
Que conforme el acta de apertura no se ha presentado oferente alguno al llamado efectuado, por lo que corresponde declarar desierto el presente acto licitatorio.
                           
                        SIENDO NECESARIO PROVEER SOBRE EL PARTICULAR 
                                               EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PÚBLICA RESUELVE

Art. 1ero.:ADJUDICASE, el Concurso de Precios N.º  13/01  en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes  dichas actuaciones.-
       
        ADJUDICATARIO: WILLMOTT, DANIEL OMAR: en los ítem 1 por un importe total                                              de $6.380.000,00 (pesos seis millones, trecientos ochenta mil 00/00).


Art 3do.: EL GASTO : que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objetos de Gato vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsables para los sistemas informáticos de Liquidación de Haberes y Administrativos-Contable de maneras optativa a las siguientes partidas:
 0.08022.1.08.02.0.01.01.01.02.01.03.03.03.00;       0.08022.1.08.02.0.02.01.17.03.03.03.00; 0.08022.1.08.02.0.02.01.15.2.1.03.03.03.00 (MANTENIMIENTO Y REPARACIÓN DE MAQUINARIAS) la cantidad de $ 6.380.000,00 -(pesos seis millones, trecientos ochenta y mil. 00/00), del presupuesto vigente y con estricto cumplimiento de art. 55 de la Ordenanza de Contabilidad, según corresponda.- 
                               



Art. 4ro.: COPIAR, comunicar a quienes corresponda y archivar.
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29576",
"Hospital ""Dr. Roque Sáenz Peña""","Concurso de Precios",51901,2023,"DESCARTABLES DE COCINA - HRSP","2.500.000,00",",00",",00","","04/01/2024","05/01/2024",34,,,,"RESOLUCIÓN Nro.  000034
 Rosario, ?Cuna de la Bandera?, 05 DE ENERO 2024
 
           La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos y servicios indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública, con el objeto de atender la necesidades diarias y el concurso de precios Nro: 190/ 2023 tramitado a tal fin.
Y CONSIDERANDO: 
            Que de conformidad a la Ordenanza  nro: 10037 dictada en fecha 19 de marzo de 2020, debidamente promulgada el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones institucionales municipales en materia sanitaria, en su articulo cuarto,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C al se autoriza, al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social y sanitaria de la población y sus respectivas prórrogas posteriores.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido iniciar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc. a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente.
Que efectuada la apertura en el día 04 de ENERO de 2024 a la hora fijada, para la adquisición de DESCARTABLES DE COCINA y habiéndose analizado las distintas ofertas presentadas en el Hospital Dr. Roque Saenz Peña dependiente de la Secretaria de Salud Pública y teniendo en cuenta los informes obrantes en el mencionado legajo considerando convenientes proveer al respecto: 
EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PÚBLICA
RESUELVE
                                 
Articulo 1°: ADJUDICASE El precitado Concurso de precios en  la   forma   que   se      indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones:

ADJUDICATARIOS: 

    ? MANSO, ANGEL ALBERTO por un importe total de pesos DOS MILLONES CUARENTA Y CUATRO MIL DOSCIENTOS CINCUENTA con 00/100 - ($ 2.044.250,00.-) ítems: 1,2,3,4 y 5.-

Articulo 2°: EL GASTO: que  demande el cumplimiento de la presente Resolución se imputará de la siguiente manera: A la partida 
      
 Conv. 
 Programático                                     Partida                                                Denominación 
      08053		               1.08.05.0.01.01.01.2.1.02.05.08.00                     PRODUCTOS DE 													     					MATERIAL PLASTICO

La Cantidad de Pesos DOS MILLONES CUARENTA Y CUATRO MIL DOSCIENTOS CINCUENTA con 00/100 - ($ 2.044.250,00.-) del Presupuesto Vigente. Con estricto cumplimiento del Art 55 de la Ordenanza de Contabilidad.    
     
Artículo 3º COPIAR, comunicar a quienes corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29663",
"Hospital ""Dr. Roque Sáenz Peña""","Concurso de Precios",51851,2023,"MATERIALES BAÑOS PUBLICOS - HRSP",",00",",00",",00","","04/01/2024","11/01/2024",77,,,,"RESOLUCIÓN Nro.  000077
 Rosario, ?Cuna de la Bandera?, 11  de enero 2024
 
           La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos y servicios indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública, con el objeto de atender la necesidades diarias y el concurso de precios Nro: 185/ 2023 tramitado a tal fin.
Y CONSIDERANDO: 
            Que de conformidad a la Ordenanza  nro: 10037 dictada en fecha 19 de marzo de 2020, debidamente promulgada el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones institucionales municipales en materia sanitaria, en su articulo cuarto,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C al se autoriza, al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social y sanitaria de la población y sus respectivas prórrogas posteriores.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido iniciar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc. a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente.
Que efectuada la apertura en el día 04 de ENERO de 2024 a la hora fijada, para la adquisición de MATERIALES PARA BAÑO PUBLICO y habiéndose analizado las distintas ofertas presentadas en el Hospital Dr. Roque Saenz Peña dependiente de la Secretaria de Salud Pública y teniendo en cuenta los informes obrantes en el mencionado legajo considerando convenientes proveer al respecto: 
EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PÚBLICA
RESUELVE
                                 
Articulo 1°: ADJUDICASE El precitado Concurso de precios en  la   forma   que   se      indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones:

ADJUDICATARIOS: 

    ? MARTIN, FRANCISCO ADRIÁN, por un importe total de pesos UN MILLÓN QUINIENTOS CUARENTA Y UN MIL TRESCIENTOS CINCUENTA Y DOS con 80/100.- ($ 1.541.352,80.-) ítems: 1,2 y 3.-

    ? MAXIMO 05 S.R.L., por un importe total de pesos CUATROCIENTOS SETENTA Y SIETE MIL SEISCIENTOS SESENTA Y SEIS con 60/100.- ($ 477.666,60.-) ítems: 4.-

Articulo 2°: EL GASTO: que  demande el cumplimiento de la presente Resolución se imputará de la siguiente manera: A la partida 
      
 Conv. 
 Programático                                     Partida                                                Denominación 
      08056		              1.08.05.0.01.01.01.2.1.02.07.09.00             OTROS NO ESPECIFICADOS 													     					

La Cantidad de Pesos DOS MILLONES DIECINUEVE MIL DIECINUEVE con 40/100 - ($ 2.019.019,40.-) del Presupuesto Vigente. Con estricto cumplimiento del Art 55 de la Ordenanza de Contabilidad.    
     
Artículo 3º COPIAR, comunicar a quienes corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29766",
"Secretaría de Deporte y Turismo","Licitación Pública",26105,2023,"Contratación del servicio de sistemas de sonido y proyección para eventos y actividades de la Secretaría de Deporte y Turismo ","40.661.000,00","3.000,00",",00","","05/01/2024","11/03/2024",328,,,,"Se ADJUDICA a MAGNANO SEBASTIÁN LUCAS, CUIT 23-27971064-9 los ítems 1 al 7 por la suma total de $48.386.590.- por única oferta y precio corriente en plaza.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29393",
"Secretaría de Salud Pública","Licitación Pública",26559,2023,"Contratación del servicio de limpieza para el hospital de niños V. J . VILELA dependientes de la Secretaria de Salud Publica ","109.800.000,00","50.000,00",",00","","05/01/2024","04/04/2024",394,,,,"Se adjudica a COOP. DE TRABAJO PROGRESO LABORAL LTDA., CUIT: 30-71043811-7 por la suma total de $109.971.000.- por mejor puntaje y precio corriente en plaza. Valor H/H 1er Semestres $ 1900.- y 2do. Semestre $2173.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29427",
"Secretaría de Cultura y Educación","Licitación Privada",38652,2023,"Servicio de limpieza y mantenimiento para la Dirección General de Gestión Territorial de la Secretaría de Cultura y Educación","6.954.000,00","13.908,00",",00","","05/01/2024","25/01/2024",41,,,,"Se declaró desierto el llamado a licitación.","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29461",
"Centro Municipal de Distrito Sudoeste ""Emilia Bertolé""","Licitación Privada",32896,2023,"CONTRATACIÓN PARA LA REALIZACIÓN DE CERRAMIENTO DE PROTECCIÓN, PARA SECTOR PATIO TRASERO DEL CENTRO MUNICIPAL DISTRITO SUDOESTE ""EMILIA BERTOLÉ""","5.600.000,00","11.200,00",",00","","05/01/2024",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29468",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Concurso de Precios",2,2024,"BIOMEDICOS ABSORBENTES","39.941.000,00",",00",",00","","05/01/2024","10/01/2024",72,,,,"RESOLUCION  N.º 000072
Rosario, ""Cuna de la Bandera"" 10/ene/2024

VISTO el llamado a Concurso de Precios Nro: 02/01 efectuado por el H.E.C.A., dependiente de la Secretaria de Salud Publica, para la adquisición de ?BIOIMEDICOS ABSORBENTES? , y teniendo en cuenta los informes obrantes en el mencionado legajo.
Y VISTO: La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública.

        Y CONSIDERANDO:  Que de conformidad a las Ordenanzas  nro: 10.037 dictadas en fecha 19 de marzo de 2020, y sus correspondientes prórrogas y debidamente promulgadas, el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones instiucioanles municipales en materia sanitaria, en su articulo cuarto,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C al se autoriza, al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social y sanitaria de la población.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente y que permitan con ello, una afectación de los recursos en la mayor atención de las necesidades que imponga el desarrollo de la pandemia en su propagación.

                           
                        SIENDO NECESARIO PROVEER SOBRE EL PARTICULAR 
                                               EN USO DE SUS ATRIBUCIONES
LA SECRETARÌA DE SALUD PÙBLICA RESUELVE


ART. 1º: ADJUDICASE: el precitado Concurso en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: DROG. COMARSA S.A. en  los ítems  1 y 2  por un importe total de           $  37.871.587,00 (pesos treinta y siete millones ochocientos setenta y un mil quinientos ochenta y siete con 00/00).

     ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de manera optativa a las siguientes partidas:          
0.08020.1.08.02.0.1.01.1.2.1.02.09.05.29; 0.08020.1.08.02.0.2.01.15.2.1.02.09.05.29;   0.08020.1.08.02.0.2.01.14.2.1.02.09.05.29; ( BIOIMEDICOS ABSORBENTES) la cantidad de $  37.871.587,00 (pesos treinta y siete millones ochocientos setenta y un mil quinientos ochenta y siete con 00/00). del presupuesto  vigente y con estricto cumplimiento del art 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29537",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Concurso de Precios",3,2024,"BIOMEDICOS ELEMENTOS DE PROTECCION PERSONAL","55.673.000,00",",00",",00","","05/01/2024","10/01/2024",73,,,,"RESOLUCION  N.º 000073
Rosario, ? CUNA DE LA BANDERA?   10 ENE 2024

VISTO el llamado a Concurso de Precios Nro: 03/01 efectuado por el H.E.C.A., dependiente de la Secretaria de Salud Publica, para la adquisición de ?(BIOMEDICOS ELEMENTOS DE PROTECCIÓN PERSONAL)? , y teniendo en cuenta los informes obrantes en el mencionado legajo.
Y VISTO: La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública.

        Y CONSIDERANDO:  Que de conformidad a las Ordenanzas  nro: 10.037 dictadas en fecha 19 de marzo de 2020, y sus correspondientes prórrogas y debidamente promulgadas, el Concejo Municipal aprueba el  Protocolo de Agilización  de relaciones institucionales municipales en materia sanitaria, en su articulo cuarto,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C al se autoriza, al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social y sanitaria de la población.
Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc a de la Ordenanza de Contabilidad.
Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones y publicación del llamado para  obtener también las ofertas mas conveniente y que permitan con ello, una afectación de los recursos en la mayor atención de las necesidades que imponga el desarrollo de la pandemia en su propagación.

                           
                        SIENDO NECESARIO PROVEER SOBRE EL PARTICULAR 
                                               EN USO DE SUS ATRIBUCIONES
LA SECRETARÌA DE SALUD PÙBLICA RESUELVE

ART. 1º: DESESTIMASE:  ítems  N.º 1 y 2  por superar las ofertas en un más del 20% el presupuesto oficial estimado y que no se corresponden con precios corrientes en plaza conforme informe del servicio a fs 96.

ART. 2º: ADJUDICASE: el precitado Concurso en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-


ADJUDICATARIO: DROGUERIA COMARSA S.A., en  el ítem 3  por un importe total de       $  16.456.000,00 (pesos  dieciseis millones cuatrocientos cincuenta y seis mil con 00/00).


     ART. 3º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de manera optativa a las siguientes partidas:   
0.08020.1.08.02.0.1.01.1.2.1.02.09.05.20;0.08020.1.08.02.0.2.01.15.2.1.02.09.05.20;   0.08020.1.08.02.0.2.01.14.2.1.02.09.05.20; (BIOMEDICOS ELEMENTOS DE PROTECCIÓN PERSONAL) la cantidad de $16.456.000,00 ? ( pesos  dieciseis millones cuatrocientos cincuenta y seis mil con 00/00), del presupuesto  vigente y con estricto cumplimiento del art 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=29538",
