"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",70202,2023,"CONTRATACIÓN DEL SERVICIO DE ALQUILER Y MONTAJE DE ESCENARIO PARA LA DIRECCIÓN DE ADULTAS Y ADULTOS MAYORES ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","385.000,00",",00",",00","","12/10/2023","17/10/2023",6713,,,," A la firma: GARCIA PINILLA, EZEQUIEL por la suma de $355.000,00 Total Global. Por mejor precio.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28935",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",71603,2023,"CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA EL REFUGIO NOCTURNO DEPENDIENTE DE LA DIRECCIÓN GENERAL DE INTERVENCIONES EMERGENES ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","669.600,00",",00",",00","","12/10/2023","24/10/2023",6875,,,,"A la firma: SCARABINO, MARÍA MERCEDES por la suma de $663.980,00 Total Global, por mejor precio.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28959",
"Hospital Intendente Gabriel Carrasco","Contratación Directa",0,0,"Reparación de fibra óptica sector Bioquímica (caída de árbol)","680.570,00",",00",",00","","12/10/2023","12/10/2023",2071,,,,"Rosario, ?2023- A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA? Resolución N° 002071 12/10/2023

Y VISTO: La nota de pedido, por la cual la Dirección Asociada Administrativa del Hospital Carrasco solicita se autorice la Contratación Directa al proveedor Grupo Consultar S.R.L. para la realización de la conexión de fibra óptica al Dpto de Bioquímica en virtud del intempestivo corte del mismo debido a la caída de un árbol en la ultima tormenta del día 11/10/23.

Y CONSIDERANDO: Que la oficina del CIL del Hospital Carrasco, solicita que la contratación directa se efectué con la mencionada empresa, por necesidad y urgencia, ser proveedor habitual del efector y ser precio corriente en plaza.
                    Que de conformidad a la Ordenanza Nro. 10037 dictada en fecha 19 de marzo de 2020, que aprueba el Protocolo de Agilización de relaciones institucionales municipales en materia sanitaria, en su artículo cuarto,  y conforme a las facultades otorgadas por el artículo 11 de la L.O.M y el art 68 inc. a de la O.C  se autoriza al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y servicios que sean necesarios para la contención social y sanitaria de la población.
	 	         Que por lo tanto el órgano legislativo exime por razones de urgencia al Departamento Ejecutivo, de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el artículo 68 inc. a de la Ordenanza de Contabilidad.
                     Que, de acuerdo a la nota de referencia, la contratación directa se fundamenta en la importancia de garantizar el normal funcionamiento del Servicio de la Guardia del efector.
                     Que la Ordenanza 10037 fue prorrogada por 180 días por Ordenanza Nro: 10179/2021, prorrogada por la Ordenanza Nº 10312/2022, prorrogada por Ordenanza Nº10380/2022, prorrogada por Ordenanza Nº 10497/2023 y prorrogada por Ordenanza Nº10.557.

LA SECRETARÍA DE SALUD PÚBLICA RESUELVE

Articulo 1°: ADJUDICASE el precitado Concurso en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIOs:
&#61553;	Consultar S.R.L.: Ítem 1; por un importe total de pesos de seiscientos ochenta mil quinientos setenta ($680.570.-).

Art. 2º: EL GASTO que demande el cumplimiento de la presente Resolución se imputará de la siguiente manera:
A la partida: 0.8047. 01. 08. 04. 00. 02. 01. 15. 02. 01. 03. 04. 06. 00 Servicios de Informática y de Sistemas de Información, por un importe total de pesos de seiscientos ochenta mil quinientos setenta ($680.570.-) del Presupuesto 2023, con estricto cumplimiento del Art. 55 de la ordenanza de contabilidad según corresponda.

Art. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28988",
"APS (S.S.P.)","Licitación Privada",0,0,"BIOSEGURIDAD","1.569.190,00",",00","3.139,00","","13/10/2023","08/11/2023",2266,,,,"RESOLUCIÓN Nº:  002266

ROSARIO, ?2023-A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA?  08/11/2023

	VISTO: el llamado a Licitación Privada Nº: LIC 11-181-23 efectuado por                                                                                                                                                                                                                                           la Dirección de Bioquímica  para la adquisición de Bioseguridad  para dicha Dirección,  dependientes  de la Secretaría de Salud Pública, 
	Y CONSIDERANDO: lo aconsejado por la Junta de Compras de la Dirección de Bioquímica  dependiente de la  Secretaría de Salud Pública, resulta pertinente declarar Fracasada la referida licitación.

POR ELLO Y EN USO DE SUS ATRIBUCIONES,
LA SECRETARIA DE SALUD PÚBLICA
RESUELVE:

ART. 1°: Declarar desestimado el presente acto licitatorio. 
ART. 2°: Declarar FRACASADA  la licitación privada Nº LIC.11-181/23. -
ART. 3°: DISPONER que la Administración Pública proceda a efectuar un nuevo llamado a licitación para la adquisición de Bioseguridad para la Dirección de Bioquímica, cuando lo considere convenientemente oportuno.
 ART. 4°:COPIAR, comunicar a quien corresponda y archivar.-","Fracasada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28898",
"APS (S.S.P.)","Licitación Privada",0,0,"CONTADORES HEMATOLÓGICOS-HEMATOLOGÍA LASER CEMAR","5.324.000,00",",00","10.648,00","","13/10/2023","27/10/2023",2168,,,,"RESOLUCIÓN Nº 002168

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 27/10/2023

 VISTO el llamado a Licitación Privada Nº 11-182/23 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública  para  la adquisición de CONTADORES HEMATOLÓGICOS ? HEMATOLOGÍA LASER CEMAR, teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    PRODUCTOS ROCHE S.A.Q.e.I., en el/los ítem/s  1, por un importe total de                $ 5.577.132,00  (pesos cinco millones quinientos setenta y siete mil ciento treinta y dos con 00/100).-

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08013.1.08.11.1.01.01.2.1.02.05.02.09 (OTROS SIN DISCRIMINAR) la cantidad de      $ 5.577.132,00 (pesos cinco millones quinientos setenta y siete mil ciento treinta y dos con 00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28899",
"Secretaría de Cultura y Educación","Licitación Privada",28736,2023,"Servicio de seguridad y vigilancia para el Museo de la Memoria","9.600.000,00","25.920,00",",00","","17/10/2023","25/10/2023",605,,,,"Se adjudicó a la firma ""VISEGUR EMPRESA DE SEGURIDAD S.R.L."" por única propuesta y precio corriente en plaza, por la suma total de $ 9.450.000.- (Pesos Nueve Millones Cuatrocientos Cincuenta Mil).","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28783",
"Secretaría de Desarrollo Humano y Hábitat","Licitación Privada",27393,2023,"Compra de pinturas y afines para la Dir. Gral Integracíon Comunitaria Secretaría de Desarrollo Humano y Hábitat","5.096.584,85","10.193,16",",00","","17/10/2023","17/10/2023",6699,,,,"al no haber oferente alguno se declara desierta","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28849",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",2228,2023,"ANESTESICOS","4.212.700,00",",00","8.426,00","","17/10/2023","09/11/2023",2279,,,,"RESOLUCIÓN Nº 2279


ROSARIO, ?2023 ? A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA?, 9 de Noviembre de 2023


VISTO el llamado a Licitación Privada Nº 02-228/23 efectuado por el H.E.C.A. para la adquisición de ?ANESTESICOS? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

ART.1º: DESESTIMASE: Item Nº4: desestimadas todas las ofertas por sobreprecio por el Servicio de Farmacia.-

ART.2º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: DROG. BOSCH- GRUPO BOSCH S.C., en el/los ítem/s 6,7,9y11 por un importe total de $ 3.875.758,00 (pesos tres millones ochocientos setenta y cinco mil setecientos cincuenta y ocho con 00/00)
ADJUDICATARIO: DROG. COMARSA S.A., en el/los ítem/s -3 por un importe total de $ 1.649.900,00 (pesos un millón seiscientos cuarenta y nueve mil novecientos con 00/00)
ADJUDICATARIO: DROG. NUEVA ERA ROSARIO S.R.L., en el/los ítem/s 1,2,5,8y10 por un importe total de $ 2.378.600,00 (pesos dos millones trescientos setenta y ocho mil seiscientos con 00/00)


ART. 3º: EL GASTO: que demande el cumplimiento de la presente Resolución deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable, de la siguiente manera:
        A la partida: 0.08020.1.08.02.0.1.01.01.2.1.02.05.02.01 ó 0.08020.1.08.02.0.2.01.1.2.1.02.05.02.01 ó 0.08020.1.08.02.0.2.01.15.2.1.02.05.02.014 (ANESTESICOS) la cantidad de $ 7.904.258,00 (pesos siete millones novecientos cuatro mil doscientos cincuenta y ocho con 00/00) del presupuesto vigente y con estricto cumplimiento del Art.55 de la Ordenanza de Contabilidad; según corresponda.-

ART. 4º: COPIAR: comunicar a quien corresponda y archivar.
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28874",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"LARINGOSCOPIO Y CAJAS PARA INSTRUMENTAL. ""HOSPITAL VILELA""","856.483,74",",00","1.712,97","","17/10/2023","20/10/2023",2110,,,,"RESOLUCIÓN Nº: 002110
ROSARIO, ?A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA?  20 DE OCTUBRE 2023
VISTO: el llamado a Licitación Privada Nº:03-145/23 efectuado por el Hospital de Niños V.J.Vilela para la adquisición de LARINGOSCOPIO Y CAJAS PARA INSTRUMENTAL.-
Y CONSIDERANDO: lo aconsejado por la Junta de Compras del Hospital de Niños Víctor J. Vilela dependiente de la Secretaría de Salud Pública, resulta pertinente declarar desestimada y/o desierta la referida Licitación debido a los fundamentos expuestos.

POR ELLO Y EN USO DE SUS ATRIBUCIONES,
LA SECRETARIA DE SALUD PUBLICA
RESUELVE:


ART. 1º: DECLARAR DESIERTA: la precitada Licitación.
ART 2º DISPONER: que la Administración Pública proceda a efectuar un nuevo llamado a Licitación para la adquisición de LARINGOSCOPIO Y CAJAS PARA INSTRUMENTAL cuando lo considere convenientemente oportuno,
ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28884",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"HUMIDIFICADORES RESPIRATORIOS. ""HOSPITAL VILELA""","2.278.952,00",",00","4.557,90","","17/10/2023","20/10/2023",2111,,,,"RESOLUCIÓN Nº:  002111
         ROSARIO, ?A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA?   20  DE OCTUBRE 2023
	Visto el llamado a Licitación Privada Nº:03-146/2023 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de HUMIDIFICADORES RESPIRATORIOS, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;
EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
        
Articulo 1º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-    
ADJUDICATARIOS: CARDIO SEREL S R L. Item 01, única propuesta, pesos dos millones setecientos sesenta y tres mil ochocientos noventa y dos c/32.- ($2.763.892,32.-)
ART. 2º EL GASTO: que demande el cumplimiento de la presente resolución DONACION HOMS se imputará de la siguiente manera:
A la partida: 0.08032.1.08.03.00.2.02.79.2.1.04.03.03.00 (Equipo sanitario y de laboratorio), la cantidad de pesos dos millones setecientos sesenta y tres mil ochocientos noventa y dos c/32.- ($2.763.892,32.-) Del ejercicio 2023  
ART. 3º: COPIAR: comunicar a quien corresponda y archivar.
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28885",
"Ente Turístico Rosario (ETuR)","Licitación Pública",47,2023,"Alquiler de grupos electrógenos para la provisión de energía destinado a colectividades 2023","7.200.000,00",",00",",00","","17/10/2023",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28887",
"Ente Turístico Rosario (ETuR)","Licitación Pública",48,2023,"Contratación de sanitarios químicos para ser usados en el 39º encuentro colectividades ","13.500.000,00",",00",",00","","17/10/2023",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28888",
"Ente Turístico Rosario (ETuR)","Licitación Privada",50,2023,"Servicio de Limpieza en colectividades 2023","791.000,00",",00",",00","","17/10/2023",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28889",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",2229,2023,"ANTIINFECCIOSOS DE USO NORMATIZADO","15.480.100,00",",00","41.797,00","","17/10/2023","31/10/2023",2213,,,,"

RESOLUCIÓN Nº 2213

ROSARIO ?2023 ? A 40 AÑOS DE LA RECUPERACION DE LA DEMOCRACIA?, 31 de Octubre de 2023


VISTO el llamado a Licitación Privada Nº 02-229/23 efectuado por el H.E.C.A. para la adquisición de ?ANTIINFECCIOSOS DE USO NORMATIZADO? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
      ART. 1º: DESESTIMASE: Items Nº1 y Nº4: Desestimado por sobreprecio, según el Servicio de Farmacia.-

ART.2º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: SUIZO ARGENTINA S.A., en el/los ítem/s 2,3,5,6,7,9y10 por un importe total de $ 22.597.240,00 (pesos veintidos millones quinientos noventa y siete mil doscientos cuarenta con 00/00)
ADJUDICATARIO: DROG. LIDER S.R.L., en el/los ítem/s -11 por un importe total de $ 4.800.000,00 (pesos cuatro millones ochocientos mil con 00/00)
ADJUDICATARIO: DROG. KELLERHOFF S.A., en el/los ítem/s 8y12 por un importe total de $ 3.835.500,00 (pesos tres millones ochocientos treinta y cinco mil quinientos con 00/00)


ART.3º: EL GASTO: que demande el cumplimiento de la presente Resolución deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable, de la siguiente manera:
     A la partida: 0.08020.1.08.02.0.1.01.01.2.1.02.05.02.04, 0.08020.1.08.02.0.2.01.14.2.1.02.05.02.04 ó 0.08020.1.08.02.0.2.01.15.2.1.02.05.02.04 (ANTIINFECCIOSOS DE USO GENERAL) la cantidad de $ 31.232.740,00 (pesos treinta y un millones doscientos treinta y dos mil setecientos cuarenta con 00/00) del presupuesto vigente y con estricto cumplimiento del Art.55 de la Ordenanza de Contabilidad; según corresponda.-

ART. 4º: COPIAR comunicar a quien corresponda y archivar.
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28890",
"Ente Turístico Rosario (ETuR)","Licitación Privada",49,2023,"Alquiler de módulos habitacionales tipo oficina para colectividades 2023","2.600.000,00",",00",",00","","17/10/2023",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28894",
"Ente Turístico Rosario (ETuR)","Licitación Privada",51,2023,"Compra de gazebos para colectividades 2023","2.600.000,00",",00",",00","","17/10/2023","19/10/2023",71,,,,"desierta","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28895",
"APS (S.S.P.)","Licitación Privada",0,0,"ACCESO ALEATORIO CONFIRMATORIO","10.465.800,00",",00","20.932,00","","17/10/2023","27/10/2023",2169,,,,"
RESOLUCIÓN Nº 002169

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 27/10/2023

 VISTO el llamado a Licitación Privada Nº 11-183/23 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública  para  la adquisición de ACCESO ALEATORIO CONFIRMATORIO, teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    ABBOTT LABORATORIES  S.A., en el/los ítem/s  1, 2, 3, 4, y 5 por un importe total de  $ 12.027.400,00  (pesos doce millones veintisiete mil cuatrocientos con 00/100).-

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08013.1.08.11.1.01.01.2.1.02.05.02.09 (OTROS SIN DISCRIMINAR) la cantidad de            $ 12.027.400,00 (pesos doce millones veintisiete mil cuatrocientos con 00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28900",
"APS (S.S.P.)","Licitación Privada",0,0,"ENFERMEDAD CELIACA","19.542.316,00",",00","52.765,00","","17/10/2023","27/10/2023",2170,,,,"RESOLUCIÓN Nº 002170

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 27/10/2023

 VISTO el llamado a Licitación Privada Nº 11-184/23 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública  para  la adquisición de ENFERMEDAD CELÍACA, teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    IANUS S.A., en el/los ítem/s  1, 2, 3, 4, y 5 por un importe total de                      $ 19.542.576,00  (pesos diecinueve millones quinientos  cuarenta y dos mil quinientos setenta y seis con 00/100).-

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08013.1.08.11.1.01.01.2.1.02.05.02.09 (OTROS SIN DISCRIMINAR) la cantidad de            $ 19.542.576,00  (pesos diecinueve millones quinientos  cuarenta y dos mil quinientos setenta y seis con 00/100.-)  del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 

","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28901",
"Hospital Intendente Gabriel Carrasco","Licitación Privada",0,0,"Provisión de Inmunoglobulinas Inespecíficas","9.490.290,00","18.980,60",",00","","17/10/2023","24/10/2023",2134,,,,"ROSARIO, 2023 ? A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA Resolución N° 002134 24/10/2023

Y VISTO el llamado a Licitación Privada Nº 068/23 efectuado para la provisión de   Inmunoglobulinas Inespecíficas para el Hosp. I. Carrasco, dependiente de la Secretaría de Salud Pública.

Y CONSIDERANDO los informes obrantes en el mencionado legajo, siendo conveniente a tales efectos proveer al respecto:

EN USO DE SUS ATRIBUCIONES LA SECRETARÍA DE SALUD PÚBLICA
RESUELVE

Art. 1º: ADJUDICASE la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIOs:
&#61553;	Droguería Monumento S.A.: Ítems 2; 3; por un importe total de pesos de cinco millones diez mil ochocientos noventa y siete con 92/100 ($5.010.897,92.-).

Art. 2º: DECLARESE DESESTIMADO: ítem: 1.

Art. 3º: EL GASTO que demande el cumplimiento de la presente Resolución se imputará de la siguiente manera:
A la partida: 0,8042. 01. 08. 04. 00. 02. 01. 14. 2. 1. 02. 05. 02. 27 Inmunoglobulinas Inespecíficas, por un importe total de pesos de cinco millones diez mil ochocientos noventa y siete con 92/100 ($5.010.897,92.-), del Presupuesto 2023, con estricto cumplimiento del Art. 55 de la ordenanza de contabilidad según corresponda.

Art. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28911",
"Servicio Público de la Vivienda y el Hábitat","Licitación Privada",37,2023,"Programas con el estado nacional - Convenio con el Ejercito Ampliación Red de Agua - CAÑO CAMISA - ACERO AL CARBONO ","5.878.305,12",",00",",00","","17/10/2023","23/10/2023",2149,,,,"Se declara DESIERTO el presente llamado","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28915",
"APS (S.S.P.)","Licitación Privada",0,0,"Adecuación eléctrica de la División Logísitca de la Dirección de Bioquímica de acuerdo a especificaciones y planos elaborados por la Dirección de Bioingeniería del Hospital Carrasco.","1.400.000,00",",00","2.800,00","","17/10/2023","27/10/2023",2175,,,,"RESOLUCIÓN Nº 002175

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 27/10/2023

 VISTO el llamado a Licitación Privada Nº 11-166/23 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública  para  la adquisición de ADECUACIÓN ELÉCTRICA DE LA DIVISIÓN LOGÍSTICA, teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:   COOPERATIVA DE TRABAJO EMPRENDER Y EVOLUCIONAR  LTDA. en el/los ítem/s  1, por un importe total de $ 896.800,00  (pesos ochocientos noventa y seis mil ochocientos con  00/100).-

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08013.1.08.11.1.01.01.2.1.02.05.02.09 (OTROS SIN DISCRIMINAR) la cantidad de            $ 896.800,00  (pesos ochocientos noventa y seis mil ochocientos con  00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28922",
"Secretaría de Control y Convivencia","Concurso de Precios",44,2023,"Adquisición de boquillas descartables para etilómetros de la Dir. Gral. de Transito ","361.845,00",",00",",00","","17/10/2023","23/10/2023",361,,,,"Se desestima a la firma SIAFA SRL
La Licitación se declara fracasado ","Fracasada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28930",
"Dirección General de Parques y Paseos","Concurso de Precios",35,2023,"Adquisición de repuestos para maquinarias","700.000,00",",00",",00","","17/10/2023","17/10/2023",0,,,,"Se ADJUDICAN los ITEMS 1, 2, 3, 4 y 5 por ÚNICA PROPUESTA y PRECIO CORRIENTE EN PLAZA a BATTILANA FEDERICO JAVIEL por un monto total de $699.994.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28944",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",70270,2023,"Compra de CPU para la Dir. Gral Intervencíon Emergente Secretaría de Desarrollo Humano y Hábitat","382.274,13",",00",",00","","17/10/2023","24/10/2023",6848,,,,"A la firma: DE MAIO, JORGE ANTONIO por la suma de $450.000,00 c/u, por mejor precio.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28952",
"Secretaría de Control y Convivencia","Concurso de Precios",47,2023,"Contratación de Dispenser conectado a la red domiciliaria para la Dirección de Fiscalización del Transporte ","288.000,00",",00",",00","","17/10/2023","17/10/2023",0,,,,"Se declara Desierto","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28972",
